degraded_path,gt_path,resolution_pair,source_id
data/raw/train/NoisyLR/000032.npy,data/raw/train/GT/000032.npy,128->256,cluster_2
data/raw/train/NoisyLR/000034.npy,data/raw/train/GT/000034.npy,128->256,cluster_2
data/raw/train/NoisyLR/000036.npy,data/raw/train/GT/000036.npy,128->256,cluster_0
data/raw/train/NoisyLR/000037.npy,data/raw/train/GT/000037.npy,128->256,cluster_1
data/raw/train/NoisyLR/000038.npy,data/raw/train/GT/000038.npy,128->256,cluster_1
data/raw/train/NoisyLR/000039.npy,data/raw/train/GT/000039.npy,128->256,cluster_1
data/raw/train/NoisyLR/000040.npy,data/raw/train/GT/000040.npy,128->256,cluster_1
data/raw/train/NoisyLR/000042.npy,data/raw/train/GT/000042.npy,128->256,cluster_2
data/raw/train/NoisyLR/000044.npy,data/raw/train/GT/000044.npy,128->256,cluster_2
data/raw/train/NoisyLR/000045.npy,data/raw/train/GT/000045.npy,128->256,cluster_1
data/raw/train/NoisyLR/000046.npy,data/raw/train/GT/000046.npy,128->256,cluster_2
data/raw/train/NoisyLR/000047.npy,data/raw/train/GT/000047.npy,128->256,cluster_1
data/raw/train/NoisyLR/000048.npy,data/raw/train/GT/000048.npy,128->256,cluster_0
data/raw/train/NoisyLR/000049.npy,data/raw/train/GT/000049.npy,128->256,cluster_1
data/raw/train/NoisyLR/000050.npy,data/raw/train/GT/000050.npy,128->256,cluster_1
data/raw/train/NoisyLR/000051.npy,data/raw/train/GT/000051.npy,128->256,cluster_1
data/raw/train/NoisyLR/000052.npy,data/raw/train/GT/000052.npy,128->256,cluster_1
data/raw/train/NoisyLR/000053.npy,data/raw/train/GT/000053.npy,128->256,cluster_2
data/raw/train/NoisyLR/000054.npy,data/raw/train/GT/000054.npy,128->256,cluster_2
data/raw/train/NoisyLR/000055.npy,data/raw/train/GT/000055.npy,128->256,cluster_0
data/raw/train/NoisyLR/000056.npy,data/raw/train/GT/000056.npy,128->256,cluster_2
data/raw/train/NoisyLR/000057.npy,data/raw/train/GT/000057.npy,128->256,cluster_1
data/raw/train/NoisyLR/000058.npy,data/raw/train/GT/000058.npy,128->256,cluster_1
data/raw/train/NoisyLR/000059.npy,data/raw/train/GT/000059.npy,128->256,cluster_1
data/raw/train/NoisyLR/000060.npy,data/raw/train/GT/000060.npy,128->256,cluster_2
data/raw/train/NoisyLR/000061.npy,data/raw/train/GT/000061.npy,128->256,cluster_1
data/raw/train/NoisyLR/000062.npy,data/raw/train/GT/000062.npy,128->256,cluster_0
data/raw/train/NoisyLR/000063.npy,data/raw/train/GT/000063.npy,128->256,cluster_1
data/raw/train/NoisyLR/000064.npy,data/raw/train/GT/000064.npy,128->256,cluster_2
data/raw/train/NoisyLR/000065.npy,data/raw/train/GT/000065.npy,128->256,cluster_0
data/raw/train/NoisyLR/000066.npy,data/raw/train/GT/000066.npy,128->256,cluster_0
data/raw/train/NoisyLR/000067.npy,data/raw/train/GT/000067.npy,128->256,cluster_2
data/raw/train/NoisyLR/000068.npy,data/raw/train/GT/000068.npy,128->256,cluster_2
data/raw/train/NoisyLR/000069.npy,data/raw/train/GT/000069.npy,128->256,cluster_0
data/raw/train/NoisyLR/000070.npy,data/raw/train/GT/000070.npy,128->256,cluster_0
data/raw/train/NoisyLR/000071.npy,data/raw/train/GT/000071.npy,128->256,cluster_0
data/raw/train/NoisyLR/000072.npy,data/raw/train/GT/000072.npy,128->256,cluster_2
data/raw/train/NoisyLR/000074.npy,data/raw/train/GT/000074.npy,128->256,cluster_2
data/raw/train/NoisyLR/000076.npy,data/raw/train/GT/000076.npy,128->256,cluster_0
data/raw/train/NoisyLR/000077.npy,data/raw/train/GT/000077.npy,128->256,cluster_0
data/raw/train/NoisyLR/000078.npy,data/raw/train/GT/000078.npy,128->256,cluster_0
data/raw/train/NoisyLR/000079.npy,data/raw/train/GT/000079.npy,128->256,cluster_0
data/raw/train/NoisyLR/000080.npy,data/raw/train/GT/000080.npy,128->256,cluster_1
data/raw/train/NoisyLR/000081.npy,data/raw/train/GT/000081.npy,128->256,cluster_0
data/raw/train/NoisyLR/000082.npy,data/raw/train/GT/000082.npy,128->256,cluster_0
data/raw/train/NoisyLR/000083.npy,data/raw/train/GT/000083.npy,128->256,cluster_0
data/raw/train/NoisyLR/000084.npy,data/raw/train/GT/000084.npy,128->256,cluster_0
data/raw/train/NoisyLR/000085.npy,data/raw/train/GT/000085.npy,128->256,cluster_2
data/raw/train/NoisyLR/000086.npy,data/raw/train/GT/000086.npy,128->256,cluster_2
data/raw/train/NoisyLR/000087.npy,data/raw/train/GT/000087.npy,128->256,cluster_2
data/raw/train/NoisyLR/000089.npy,data/raw/train/GT/000089.npy,128->256,cluster_1
data/raw/train/NoisyLR/000090.npy,data/raw/train/GT/000090.npy,128->256,cluster_1
data/raw/train/NoisyLR/000091.npy,data/raw/train/GT/000091.npy,128->256,cluster_1
data/raw/train/NoisyLR/000092.npy,data/raw/train/GT/000092.npy,128->256,cluster_0
data/raw/train/NoisyLR/000093.npy,data/raw/train/GT/000093.npy,128->256,cluster_0
data/raw/train/NoisyLR/000094.npy,data/raw/train/GT/000094.npy,128->256,cluster_0
data/raw/train/NoisyLR/000095.npy,data/raw/train/GT/000095.npy,128->256,cluster_0
data/raw/train/NoisyLR/000097.npy,data/raw/train/GT/000097.npy,128->256,cluster_0
data/raw/train/NoisyLR/000098.npy,data/raw/train/GT/000098.npy,128->256,cluster_0
data/raw/train/NoisyLR/000099.npy,data/raw/train/GT/000099.npy,128->256,cluster_0
data/raw/train/NoisyLR/000101.npy,data/raw/train/GT/000101.npy,128->256,cluster_1
data/raw/train/NoisyLR/000102.npy,data/raw/train/GT/000102.npy,128->256,cluster_1
data/raw/train/NoisyLR/000103.npy,data/raw/train/GT/000103.npy,128->256,cluster_1
data/raw/train/NoisyLR/000104.npy,data/raw/train/GT/000104.npy,128->256,cluster_2
data/raw/train/NoisyLR/000106.npy,data/raw/train/GT/000106.npy,128->256,cluster_0
data/raw/train/NoisyLR/000107.npy,data/raw/train/GT/000107.npy,128->256,cluster_2
data/raw/train/NoisyLR/000108.npy,data/raw/train/GT/000108.npy,128->256,cluster_2
data/raw/train/NoisyLR/000109.npy,data/raw/train/GT/000109.npy,128->256,cluster_2
data/raw/train/NoisyLR/000110.npy,data/raw/train/GT/000110.npy,128->256,cluster_0
data/raw/train/NoisyLR/000111.npy,data/raw/train/GT/000111.npy,128->256,cluster_0
data/raw/train/NoisyLR/000112.npy,data/raw/train/GT/000112.npy,128->256,cluster_0
data/raw/train/NoisyLR/000113.npy,data/raw/train/GT/000113.npy,128->256,cluster_1
data/raw/train/NoisyLR/000114.npy,data/raw/train/GT/000114.npy,128->256,cluster_1
data/raw/train/NoisyLR/000115.npy,data/raw/train/GT/000115.npy,128->256,cluster_1
data/raw/train/NoisyLR/000116.npy,data/raw/train/GT/000116.npy,128->256,cluster_1
data/raw/train/NoisyLR/000117.npy,data/raw/train/GT/000117.npy,128->256,cluster_0
data/raw/train/NoisyLR/000118.npy,data/raw/train/GT/000118.npy,128->256,cluster_0
data/raw/train/NoisyLR/000119.npy,data/raw/train/GT/000119.npy,128->256,cluster_0
data/raw/train/NoisyLR/000120.npy,data/raw/train/GT/000120.npy,128->256,cluster_2
data/raw/train/NoisyLR/000121.npy,data/raw/train/GT/000121.npy,128->256,cluster_0
data/raw/train/NoisyLR/000122.npy,data/raw/train/GT/000122.npy,128->256,cluster_2
data/raw/train/NoisyLR/000124.npy,data/raw/train/GT/000124.npy,128->256,cluster_2
data/raw/train/NoisyLR/000125.npy,data/raw/train/GT/000125.npy,128->256,cluster_2
data/raw/train/NoisyLR/000126.npy,data/raw/train/GT/000126.npy,128->256,cluster_2
data/raw/train/NoisyLR/000128.npy,data/raw/train/GT/000128.npy,128->256,cluster_1
data/raw/train/NoisyLR/000130.npy,data/raw/train/GT/000130.npy,128->256,cluster_2
data/raw/train/NoisyLR/000131.npy,data/raw/train/GT/000131.npy,128->256,cluster_2
data/raw/train/NoisyLR/000132.npy,data/raw/train/GT/000132.npy,128->256,cluster_1
data/raw/train/NoisyLR/000133.npy,data/raw/train/GT/000133.npy,128->256,cluster_1
data/raw/train/NoisyLR/000134.npy,data/raw/train/GT/000134.npy,128->256,cluster_0
data/raw/train/NoisyLR/000135.npy,data/raw/train/GT/000135.npy,128->256,cluster_1
data/raw/train/NoisyLR/000136.npy,data/raw/train/GT/000136.npy,128->256,cluster_0
data/raw/train/NoisyLR/000137.npy,data/raw/train/GT/000137.npy,128->256,cluster_0
data/raw/train/NoisyLR/000138.npy,data/raw/train/GT/000138.npy,128->256,cluster_0
data/raw/train/NoisyLR/000139.npy,data/raw/train/GT/000139.npy,128->256,cluster_0
data/raw/train/NoisyLR/000140.npy,data/raw/train/GT/000140.npy,128->256,cluster_2
data/raw/train/NoisyLR/000141.npy,data/raw/train/GT/000141.npy,128->256,cluster_2
data/raw/train/NoisyLR/000143.npy,data/raw/train/GT/000143.npy,128->256,cluster_2
data/raw/train/NoisyLR/000144.npy,data/raw/train/GT/000144.npy,128->256,cluster_0
data/raw/train/NoisyLR/000146.npy,data/raw/train/GT/000146.npy,128->256,cluster_2
data/raw/train/NoisyLR/000147.npy,data/raw/train/GT/000147.npy,128->256,cluster_2
data/raw/train/NoisyLR/000151.npy,data/raw/train/GT/000151.npy,128->256,cluster_2
data/raw/train/NoisyLR/000152.npy,data/raw/train/GT/000152.npy,128->256,cluster_0
data/raw/train/NoisyLR/000154.npy,data/raw/train/GT/000154.npy,128->256,cluster_1
data/raw/train/NoisyLR/000157.npy,data/raw/train/GT/000157.npy,128->256,cluster_0
data/raw/train/NoisyLR/000158.npy,data/raw/train/GT/000158.npy,128->256,cluster_0
data/raw/train/NoisyLR/000159.npy,data/raw/train/GT/000159.npy,128->256,cluster_0
data/raw/train/NoisyLR/000160.npy,data/raw/train/GT/000160.npy,128->256,cluster_0
data/raw/train/NoisyLR/000161.npy,data/raw/train/GT/000161.npy,128->256,cluster_0
data/raw/train/NoisyLR/000162.npy,data/raw/train/GT/000162.npy,128->256,cluster_0
data/raw/train/NoisyLR/000163.npy,data/raw/train/GT/000163.npy,128->256,cluster_0
data/raw/train/NoisyLR/000164.npy,data/raw/train/GT/000164.npy,128->256,cluster_1
data/raw/train/NoisyLR/000165.npy,data/raw/train/GT/000165.npy,128->256,cluster_1
data/raw/train/NoisyLR/000166.npy,data/raw/train/GT/000166.npy,128->256,cluster_0
data/raw/train/NoisyLR/000167.npy,data/raw/train/GT/000167.npy,128->256,cluster_0
data/raw/train/NoisyLR/000168.npy,data/raw/train/GT/000168.npy,128->256,cluster_2
data/raw/train/NoisyLR/000169.npy,data/raw/train/GT/000169.npy,128->256,cluster_1
data/raw/train/NoisyLR/000170.npy,data/raw/train/GT/000170.npy,128->256,cluster_1
data/raw/train/NoisyLR/000171.npy,data/raw/train/GT/000171.npy,128->256,cluster_0
data/raw/train/NoisyLR/000172.npy,data/raw/train/GT/000172.npy,128->256,cluster_1
data/raw/train/NoisyLR/000173.npy,data/raw/train/GT/000173.npy,128->256,cluster_2
data/raw/train/NoisyLR/000174.npy,data/raw/train/GT/000174.npy,128->256,cluster_1
data/raw/train/NoisyLR/000176.npy,data/raw/train/GT/000176.npy,128->256,cluster_0
data/raw/train/NoisyLR/000177.npy,data/raw/train/GT/000177.npy,128->256,cluster_1
data/raw/train/NoisyLR/000178.npy,data/raw/train/GT/000178.npy,128->256,cluster_1
data/raw/train/NoisyLR/000179.npy,data/raw/train/GT/000179.npy,128->256,cluster_1
data/raw/train/NoisyLR/000180.npy,data/raw/train/GT/000180.npy,128->256,cluster_0
data/raw/train/NoisyLR/000181.npy,data/raw/train/GT/000181.npy,128->256,cluster_0
data/raw/train/NoisyLR/000182.npy,data/raw/train/GT/000182.npy,128->256,cluster_0
data/raw/train/NoisyLR/000183.npy,data/raw/train/GT/000183.npy,128->256,cluster_0
data/raw/train/NoisyLR/000184.npy,data/raw/train/GT/000184.npy,128->256,cluster_2
data/raw/train/NoisyLR/000185.npy,data/raw/train/GT/000185.npy,128->256,cluster_0
data/raw/train/NoisyLR/000186.npy,data/raw/train/GT/000186.npy,128->256,cluster_0
data/raw/train/NoisyLR/000187.npy,data/raw/train/GT/000187.npy,128->256,cluster_0
data/raw/train/NoisyLR/000188.npy,data/raw/train/GT/000188.npy,128->256,cluster_0
data/raw/train/NoisyLR/000189.npy,data/raw/train/GT/000189.npy,128->256,cluster_0
data/raw/train/NoisyLR/000190.npy,data/raw/train/GT/000190.npy,128->256,cluster_0
data/raw/train/NoisyLR/000191.npy,data/raw/train/GT/000191.npy,128->256,cluster_0
data/raw/train/NoisyLR/000192.npy,data/raw/train/GT/000192.npy,128->256,cluster_1
data/raw/train/NoisyLR/000193.npy,data/raw/train/GT/000193.npy,128->256,cluster_0
data/raw/train/NoisyLR/000194.npy,data/raw/train/GT/000194.npy,128->256,cluster_0
data/raw/train/NoisyLR/000195.npy,data/raw/train/GT/000195.npy,128->256,cluster_0
data/raw/train/NoisyLR/000196.npy,data/raw/train/GT/000196.npy,128->256,cluster_1
data/raw/train/NoisyLR/000197.npy,data/raw/train/GT/000197.npy,128->256,cluster_1
data/raw/train/NoisyLR/000198.npy,data/raw/train/GT/000198.npy,128->256,cluster_1
data/raw/train/NoisyLR/000199.npy,data/raw/train/GT/000199.npy,128->256,cluster_1
data/raw/train/NoisyLR/000200.npy,data/raw/train/GT/000200.npy,128->256,cluster_1
data/raw/train/NoisyLR/000204.npy,data/raw/train/GT/000204.npy,128->256,cluster_2
data/raw/train/NoisyLR/000208.npy,data/raw/train/GT/000208.npy,128->256,cluster_1
data/raw/train/NoisyLR/000210.npy,data/raw/train/GT/000210.npy,128->256,cluster_2
data/raw/train/NoisyLR/000211.npy,data/raw/train/GT/000211.npy,128->256,cluster_2
data/raw/train/NoisyLR/000212.npy,data/raw/train/GT/000212.npy,128->256,cluster_0
data/raw/train/NoisyLR/000213.npy,data/raw/train/GT/000213.npy,128->256,cluster_0
data/raw/train/NoisyLR/000214.npy,data/raw/train/GT/000214.npy,128->256,cluster_2
data/raw/train/NoisyLR/000215.npy,data/raw/train/GT/000215.npy,128->256,cluster_0
data/raw/train/NoisyLR/000216.npy,data/raw/train/GT/000216.npy,128->256,cluster_0
data/raw/train/NoisyLR/000220.npy,data/raw/train/GT/000220.npy,128->256,cluster_0
data/raw/train/NoisyLR/000222.npy,data/raw/train/GT/000222.npy,128->256,cluster_2
data/raw/train/NoisyLR/000224.npy,data/raw/train/GT/000224.npy,128->256,cluster_0
data/raw/train/NoisyLR/000225.npy,data/raw/train/GT/000225.npy,128->256,cluster_0
data/raw/train/NoisyLR/000226.npy,data/raw/train/GT/000226.npy,128->256,cluster_0
data/raw/train/NoisyLR/000227.npy,data/raw/train/GT/000227.npy,128->256,cluster_0
data/raw/train/NoisyLR/000231.npy,data/raw/train/GT/000231.npy,128->256,cluster_2
data/raw/train/NoisyLR/000232.npy,data/raw/train/GT/000232.npy,128->256,cluster_0
data/raw/train/NoisyLR/000233.npy,data/raw/train/GT/000233.npy,128->256,cluster_0
data/raw/train/NoisyLR/000234.npy,data/raw/train/GT/000234.npy,128->256,cluster_0
data/raw/train/NoisyLR/000235.npy,data/raw/train/GT/000235.npy,128->256,cluster_0
data/raw/train/NoisyLR/000237.npy,data/raw/train/GT/000237.npy,128->256,cluster_0
data/raw/train/NoisyLR/000238.npy,data/raw/train/GT/000238.npy,128->256,cluster_0
data/raw/train/NoisyLR/000239.npy,data/raw/train/GT/000239.npy,128->256,cluster_1
data/raw/train/NoisyLR/000240.npy,data/raw/train/GT/000240.npy,128->256,cluster_0
data/raw/train/NoisyLR/000241.npy,data/raw/train/GT/000241.npy,128->256,cluster_1
data/raw/train/NoisyLR/000242.npy,data/raw/train/GT/000242.npy,128->256,cluster_1
data/raw/train/NoisyLR/000243.npy,data/raw/train/GT/000243.npy,128->256,cluster_1
data/raw/train/NoisyLR/000244.npy,data/raw/train/GT/000244.npy,128->256,cluster_2
data/raw/train/NoisyLR/000245.npy,data/raw/train/GT/000245.npy,128->256,cluster_1
data/raw/train/NoisyLR/000246.npy,data/raw/train/GT/000246.npy,128->256,cluster_1
data/raw/train/NoisyLR/000247.npy,data/raw/train/GT/000247.npy,128->256,cluster_1
data/raw/train/NoisyLR/000249.npy,data/raw/train/GT/000249.npy,128->256,cluster_0
data/raw/train/NoisyLR/000250.npy,data/raw/train/GT/000250.npy,128->256,cluster_0
data/raw/train/NoisyLR/000251.npy,data/raw/train/GT/000251.npy,128->256,cluster_0
data/raw/train/NoisyLR/000252.npy,data/raw/train/GT/000252.npy,128->256,cluster_1
data/raw/train/NoisyLR/000253.npy,data/raw/train/GT/000253.npy,128->256,cluster_1
data/raw/train/NoisyLR/000254.npy,data/raw/train/GT/000254.npy,128->256,cluster_1
data/raw/train/NoisyLR/000255.npy,data/raw/train/GT/000255.npy,128->256,cluster_1
data/raw/train/NoisyLR/000256.npy,data/raw/train/GT/000256.npy,128->256,cluster_1
data/raw/train/NoisyLR/000257.npy,data/raw/train/GT/000257.npy,128->256,cluster_2
data/raw/train/NoisyLR/000259.npy,data/raw/train/GT/000259.npy,128->256,cluster_2
data/raw/train/NoisyLR/000260.npy,data/raw/train/GT/000260.npy,128->256,cluster_0
data/raw/train/NoisyLR/000261.npy,data/raw/train/GT/000261.npy,128->256,cluster_0
data/raw/train/NoisyLR/000262.npy,data/raw/train/GT/000262.npy,128->256,cluster_0
data/raw/train/NoisyLR/000263.npy,data/raw/train/GT/000263.npy,128->256,cluster_0
data/raw/train/NoisyLR/000265.npy,data/raw/train/GT/000265.npy,128->256,cluster_0
data/raw/train/NoisyLR/000266.npy,data/raw/train/GT/000266.npy,128->256,cluster_0
data/raw/train/NoisyLR/000267.npy,data/raw/train/GT/000267.npy,128->256,cluster_0
data/raw/train/NoisyLR/000268.npy,data/raw/train/GT/000268.npy,128->256,cluster_2
data/raw/train/NoisyLR/000269.npy,data/raw/train/GT/000269.npy,128->256,cluster_0
data/raw/train/NoisyLR/000270.npy,data/raw/train/GT/000270.npy,128->256,cluster_0
data/raw/train/NoisyLR/000271.npy,data/raw/train/GT/000271.npy,128->256,cluster_0
data/raw/train/NoisyLR/000273.npy,data/raw/train/GT/000273.npy,128->256,cluster_1
data/raw/train/NoisyLR/000274.npy,data/raw/train/GT/000274.npy,128->256,cluster_1
data/raw/train/NoisyLR/000275.npy,data/raw/train/GT/000275.npy,128->256,cluster_1
data/raw/train/NoisyLR/000276.npy,data/raw/train/GT/000276.npy,128->256,cluster_0
data/raw/train/NoisyLR/000277.npy,data/raw/train/GT/000277.npy,128->256,cluster_0
data/raw/train/NoisyLR/000278.npy,data/raw/train/GT/000278.npy,128->256,cluster_0
data/raw/train/NoisyLR/000279.npy,data/raw/train/GT/000279.npy,128->256,cluster_0
data/raw/train/NoisyLR/000280.npy,data/raw/train/GT/000280.npy,128->256,cluster_2
data/raw/train/NoisyLR/000283.npy,data/raw/train/GT/000283.npy,128->256,cluster_2
data/raw/train/NoisyLR/000284.npy,data/raw/train/GT/000284.npy,128->256,cluster_2
data/raw/train/NoisyLR/000285.npy,data/raw/train/GT/000285.npy,128->256,cluster_0
data/raw/train/NoisyLR/000286.npy,data/raw/train/GT/000286.npy,128->256,cluster_0
data/raw/train/NoisyLR/000287.npy,data/raw/train/GT/000287.npy,128->256,cluster_0
data/raw/train/NoisyLR/000289.npy,data/raw/train/GT/000289.npy,128->256,cluster_0
data/raw/train/NoisyLR/000290.npy,data/raw/train/GT/000290.npy,128->256,cluster_0
data/raw/train/NoisyLR/000291.npy,data/raw/train/GT/000291.npy,128->256,cluster_0
data/raw/train/NoisyLR/000292.npy,data/raw/train/GT/000292.npy,128->256,cluster_0
data/raw/train/NoisyLR/000294.npy,data/raw/train/GT/000294.npy,128->256,cluster_2
data/raw/train/NoisyLR/000295.npy,data/raw/train/GT/000295.npy,128->256,cluster_2
data/raw/train/NoisyLR/000297.npy,data/raw/train/GT/000297.npy,128->256,cluster_0
data/raw/train/NoisyLR/000298.npy,data/raw/train/GT/000298.npy,128->256,cluster_0
data/raw/train/NoisyLR/000299.npy,data/raw/train/GT/000299.npy,128->256,cluster_0
data/raw/train/NoisyLR/000300.npy,data/raw/train/GT/000300.npy,128->256,cluster_0
data/raw/train/NoisyLR/000301.npy,data/raw/train/GT/000301.npy,128->256,cluster_0
data/raw/train/NoisyLR/000302.npy,data/raw/train/GT/000302.npy,128->256,cluster_0
data/raw/train/NoisyLR/000303.npy,data/raw/train/GT/000303.npy,128->256,cluster_0
data/raw/train/NoisyLR/000304.npy,data/raw/train/GT/000304.npy,128->256,cluster_0
data/raw/train/NoisyLR/000305.npy,data/raw/train/GT/000305.npy,128->256,cluster_2
data/raw/train/NoisyLR/000308.npy,data/raw/train/GT/000308.npy,128->256,cluster_2
data/raw/train/NoisyLR/000309.npy,data/raw/train/GT/000309.npy,128->256,cluster_0
data/raw/train/NoisyLR/000310.npy,data/raw/train/GT/000310.npy,128->256,cluster_0
data/raw/train/NoisyLR/000311.npy,data/raw/train/GT/000311.npy,128->256,cluster_0
data/raw/train/NoisyLR/000312.npy,data/raw/train/GT/000312.npy,128->256,cluster_0
data/raw/train/NoisyLR/000315.npy,data/raw/train/GT/000315.npy,128->256,cluster_2
data/raw/train/NoisyLR/000316.npy,data/raw/train/GT/000316.npy,128->256,cluster_1
data/raw/train/NoisyLR/000317.npy,data/raw/train/GT/000317.npy,128->256,cluster_1
data/raw/train/NoisyLR/000318.npy,data/raw/train/GT/000318.npy,128->256,cluster_2
data/raw/train/NoisyLR/000320.npy,data/raw/train/GT/000320.npy,128->256,cluster_1
data/raw/train/NoisyLR/000321.npy,data/raw/train/GT/000321.npy,128->256,cluster_2
data/raw/train/NoisyLR/000322.npy,data/raw/train/GT/000322.npy,128->256,cluster_2
data/raw/train/NoisyLR/000323.npy,data/raw/train/GT/000323.npy,128->256,cluster_2
data/raw/train/NoisyLR/000324.npy,data/raw/train/GT/000324.npy,128->256,cluster_2
data/raw/train/NoisyLR/000325.npy,data/raw/train/GT/000325.npy,128->256,cluster_0
data/raw/train/NoisyLR/000326.npy,data/raw/train/GT/000326.npy,128->256,cluster_0
data/raw/train/NoisyLR/000327.npy,data/raw/train/GT/000327.npy,128->256,cluster_0
data/raw/train/NoisyLR/000328.npy,data/raw/train/GT/000328.npy,128->256,cluster_1
data/raw/train/NoisyLR/000329.npy,data/raw/train/GT/000329.npy,128->256,cluster_0
data/raw/train/NoisyLR/000330.npy,data/raw/train/GT/000330.npy,128->256,cluster_0
data/raw/train/NoisyLR/000331.npy,data/raw/train/GT/000331.npy,128->256,cluster_0
data/raw/train/NoisyLR/000332.npy,data/raw/train/GT/000332.npy,128->256,cluster_0
data/raw/train/NoisyLR/000333.npy,data/raw/train/GT/000333.npy,128->256,cluster_0
data/raw/train/NoisyLR/000334.npy,data/raw/train/GT/000334.npy,128->256,cluster_0
data/raw/train/NoisyLR/000335.npy,data/raw/train/GT/000335.npy,128->256,cluster_0
data/raw/train/NoisyLR/000337.npy,data/raw/train/GT/000337.npy,128->256,cluster_0
data/raw/train/NoisyLR/000338.npy,data/raw/train/GT/000338.npy,128->256,cluster_0
data/raw/train/NoisyLR/000339.npy,data/raw/train/GT/000339.npy,128->256,cluster_0
data/raw/train/NoisyLR/000340.npy,data/raw/train/GT/000340.npy,128->256,cluster_2
data/raw/train/NoisyLR/000342.npy,data/raw/train/GT/000342.npy,128->256,cluster_2
data/raw/train/NoisyLR/000343.npy,data/raw/train/GT/000343.npy,128->256,cluster_2
data/raw/train/NoisyLR/000344.npy,data/raw/train/GT/000344.npy,128->256,cluster_2
data/raw/train/NoisyLR/000345.npy,data/raw/train/GT/000345.npy,128->256,cluster_2
data/raw/train/NoisyLR/000347.npy,data/raw/train/GT/000347.npy,128->256,cluster_2
data/raw/train/NoisyLR/000348.npy,data/raw/train/GT/000348.npy,128->256,cluster_0
data/raw/train/NoisyLR/000349.npy,data/raw/train/GT/000349.npy,128->256,cluster_2
data/raw/train/NoisyLR/000350.npy,data/raw/train/GT/000350.npy,128->256,cluster_2
data/raw/train/NoisyLR/000351.npy,data/raw/train/GT/000351.npy,128->256,cluster_0
data/raw/train/NoisyLR/000352.npy,data/raw/train/GT/000352.npy,128->256,cluster_2
data/raw/train/NoisyLR/000353.npy,data/raw/train/GT/000353.npy,128->256,cluster_0
data/raw/train/NoisyLR/000354.npy,data/raw/train/GT/000354.npy,128->256,cluster_0
data/raw/train/NoisyLR/000355.npy,data/raw/train/GT/000355.npy,128->256,cluster_0
data/raw/train/NoisyLR/000356.npy,data/raw/train/GT/000356.npy,128->256,cluster_2
data/raw/train/NoisyLR/000357.npy,data/raw/train/GT/000357.npy,128->256,cluster_0
data/raw/train/NoisyLR/000358.npy,data/raw/train/GT/000358.npy,128->256,cluster_0
data/raw/train/NoisyLR/000359.npy,data/raw/train/GT/000359.npy,128->256,cluster_0
data/raw/train/NoisyLR/000361.npy,data/raw/train/GT/000361.npy,128->256,cluster_0
data/raw/train/NoisyLR/000362.npy,data/raw/train/GT/000362.npy,128->256,cluster_0
